repo	path	bytes	sha256	function_markers	doc_markers
DAX-FULL	target/release/.fingerprint/typeid-b72ab5cfd8942000/build-script-build-script-build.json	370	f76ea7f9107888016d1424a3717fdf8c031ac09dc0559385a8c969daabb27ea1	0	0
DAX-FULL	target/release/.fingerprint/typeid-bd5469729029a9e4/run-build-script-build-script-build.json	329	f49b5573fd0e33773bff4525e3165f8c04448e5817226bdf958575328a9f3c28	0	0
DAX-FULL	target/release/.fingerprint/typewit-2d6dd8f722a6753b/lib-typewit.json	677	56529324779023af79c53ccd390628ce80daaf343feee56fcb479e653db0885f	0	0
DAX-FULL	target/release/.fingerprint/typewit-73a55738a4b1a94f/lib-typewit.json	639	c33d3739fe05fd61504761075484cdb06bf67190904131f12df9576b1cd79120	0	0
DAX-FULL	target/release/.fingerprint/unicode-bidi-156e92ffca6f84c4/lib-unicode_bidi.json	583	21c1ee6b950c75484142885583a1e1581f48fc12a570aad9ec8924f6710b08a7	0	0
DAX-FULL	target/release/.fingerprint/unicode-bidi-2e7abe5382fc4299/lib-unicode_bidi.json	545	42efc4adda05f633df2a0f1b63aeb6f2e25613ba3bc12dffd3bc833390b77926	0	0
DAX-FULL	target/release/.fingerprint/unicode-bidi-mirroring-5a912239af90335e/lib-unicode_bidi_mirroring.json	379	c84dae319051032295ed1e57555f4f4a64f5eedf393d692ba525bb44241f4116	0	0
DAX-FULL	target/release/.fingerprint/unicode-bidi-mirroring-e43d4797328d561b/lib-unicode_bidi_mirroring.json	417	97938b09d20dc782410867908f2ccafdc2d5af278b7b0aafeabdf01c2cb75a06	0	0
DAX-FULL	target/release/.fingerprint/unicode-ccc-1d75a76eda19fd01/lib-unicode_ccc.json	358	0f470f655f0fa93a4d2d5895bbf12614d30d00a201381f3e23be519a25e6e34a	0	0
DAX-FULL	target/release/.fingerprint/unicode-ccc-aa61903583eb30e2/lib-unicode_ccc.json	396	54fb249ac3cdb9af756fe9c72f26da7f329bcc927301a076d803bf1f8790710c	0	0
DAX-FULL	target/release/.fingerprint/unicode-ident-1147a4333c1fc7f0/lib-unicode_ident.json	361	93ec2c0d4ab31469a703855e363708253d0f6201d21ebc026c91f14a80a76f97	0	0
DAX-FULL	target/release/.fingerprint/unicode-ident-20dbeb2b7980a5e0/lib-unicode_ident.json	399	b15a890103ca66bc7ed09ab15565409930db030cc6bd4d5b98a15d2e896fdbd9	0	0
DAX-FULL	target/release/.fingerprint/unicode-ident-352672f03a621f59/lib-unicode_ident.json	361	b978b78a0f114aa24c71916b1f1c55c6c3b68f256f2fb6c4dd79700353085270	0	0
DAX-FULL	target/release/.fingerprint/unicode-ident-50001e38f4a744ba/lib-unicode_ident.json	399	d4c6e42f27d0beb588f7377dde515ac043960f2763f802e6ec8c9970d2f12809	0	0
DAX-FULL	target/release/.fingerprint/unicode-linebreak-51278d42f7e4f877/lib-unicode_linebreak.json	408	63e52cbea35ff37eb5cc9c5612783b02eb4543fdd48b50758ab1a10e3803ffd2	0	0
DAX-FULL	target/release/.fingerprint/unicode-linebreak-9e0aeabda2412a8f/lib-unicode_linebreak.json	370	687ca4b094d5294eff92cb01f384496c0a0f469f5fb71d4eb3ab6d4f3be19fc6	0	0
DAX-FULL	target/release/.fingerprint/unicode-properties-4d508b217b2ef5a9/lib-unicode_properties.json	436	f261a3023c94dab2a2c0597cedc35184f3e1a3b4ad0c3326a1dea487ba3fcfd1	0	0
DAX-FULL	target/release/.fingerprint/unicode-properties-77355944b9defa40/lib-unicode_properties.json	474	370392ad866679b9ecccacb701d8691e16ca7f66c486fd37154b150406d27650	0	0
DAX-FULL	target/release/.fingerprint/unicode-script-43a6c5c0e14d5960/lib-unicode_script.json	414	6cef14da344c747fc34f769de72b5c097eaea666bd0ca64758e0df93099f05f0	0	0
DAX-FULL	target/release/.fingerprint/unicode-script-be635d56594c74b9/lib-unicode_script.json	452	278a8102a2116c2f08ed35d4062b7ace9fc1608bcc41cdea8c0260562a3c392b	0	0
DAX-FULL	target/release/.fingerprint/unicode-segmentation-89b3d746d674a555/lib-unicode_segmentation.json	387	fba47acc3a0a30bd423f013d1204efb92981df29c6dd704d975615052b15c846	0	0
DAX-FULL	target/release/.fingerprint/unicode-segmentation-db8a9e85a12962ce/lib-unicode_segmentation.json	425	5ca0cfd814fee8c57372c16ad59a705218b986da96e1924e9895fe31abe97699	0	0
DAX-FULL	target/release/.fingerprint/unicode-width-6d8f0af18935d9d7/lib-unicode_width.json	479	1e9db8ebb00894461841dfda80b8268ee843644887e92e2634c674721dfffdf3	0	0
DAX-FULL	target/release/.fingerprint/unicode-width-ae86d9b37ed95142/lib-unicode_width.json	517	3f9fbf8663ea5c3f9ddb86204527bad09f956704d6fd8d39771704320f179df1	0	0
DAX-FULL	target/release/.fingerprint/unicode-xid-031e317a55cd0c82/lib-unicode_xid.json	403	e74c8be5fecad3db948b11ace5c38084ec41c1a5f7ad9269df5346533365311d	0	0
DAX-FULL	target/release/.fingerprint/unicode-xid-45aa34a246651f22/lib-unicode_xid.json	403	eb01a6cbf6da70702e7996a25a16ec8242a4ee3e7cb82cbf22132e2b2bbe76f7	0	0
DAX-FULL	target/release/.fingerprint/unicode-xid-74e017c8e7cec857/lib-unicode_xid.json	441	a6160bcdbee87c7d5701dc9766e73b88f4e83f0956c11bd69dbe21f4899ff66b	0	0
DAX-FULL	target/release/.fingerprint/unicode-xid-9aeb0f2e13006ace/lib-unicode_xid.json	441	fc2edd95f026c73f4eee4094585bbc0b45fd41df5ccdf48424b047d99d912126	0	0
DAX-FULL	target/release/.fingerprint/uuid-82944ed36074ac16/lib-uuid.json	678	84c18e7af7ae103e0e4e5eb22f33ff7e4abcdfbe1077d3f9dddcd92afa815898	0	0
DAX-FULL	target/release/.fingerprint/uuid-85fa18678513cfee/lib-uuid.json	716	de2b93839b88acca0ce50f2f9ed929f39391b69c6b37f9fc9f9e966bb7e91939	0	0
DAX-FULL	target/release/.fingerprint/uuid-b7d03fb5f88251f1/lib-uuid.json	783	a79ba551d53c6f2e9ad6d71b5c0324b9dcd3e7e5cf012ffa0e80bfea3699c2c4	0	0
DAX-FULL	target/release/.fingerprint/uuid-d64c81d6fd68882b/lib-uuid.json	743	6b49aecbb5108b59c1a0d35f6c1a9d7a736d48f5684bc2d4ef6a4098d5680291	0	0
DAX-FULL	target/release/.fingerprint/vec_map-57abbdbc2203d335/lib-vec_map.json	408	7ff8eca72121aa9706c4da6bb0c7e8d1fe76c6354df60ca03abde3143e25f001	0	0
DAX-FULL	target/release/.fingerprint/vec_map-eb9cdba5c2c05fd0/lib-vec_map.json	370	5d2e5842441e49353e3fc6bc1f194788b64c9c52ca120eb583a984bba6285344	0	0
DAX-FULL	target/release/.fingerprint/version_check-1a7a2233020efe50/lib-version_check.json	401	b16a23826dad25a5f88f8245616faae05e80d4986a734971e6f2946d46dc5c9a	0	0
DAX-FULL	target/release/.fingerprint/version_check-25ec61e24382e2bc/lib-version_check.json	363	4619b4b2bccc95af25cce4872f54c3bcdf8abf7d204336e445d4deaefadfb11d	0	0
DAX-FULL	target/release/.fingerprint/wgpu-223a1c2257f63741/run-build-script-build-script-build.json	257	13f53ae1fe0eb4d6f8f5b0ae483b207bb808eb6fe1a6eeaf9357a2edd717b976	0	0
DAX-FULL	target/release/.fingerprint/wgpu-620994ab15e61386/build-script-build-script-build.json	807	be54ddc56f744d897ecbf2b8eeede874be2bd5bf64f1782e0e9cf3a00f8304d6	0	0
DAX-FULL	target/release/.fingerprint/wgpu-73a265c014171558/build-script-build-script-build.json	756	7ae51a90be0be7cc1649456c220f89dedf13299ea3b3a2a792a57ca592a4c204	0	0
DAX-FULL	target/release/.fingerprint/wgpu-75bdf3af88f5e87a/run-build-script-build-script-build.json	295	794397bc085e846ad8fa80286b7a1ca510bc3ea887eb85e7241072774e1f7da4	0	0
DAX-FULL	target/release/.fingerprint/wgpu-763989eed8db0b87/lib-wgpu.json	1501	b20ec6797e6583910150c04a0e01cc4aef727f4fcd071b8ba5042844e8a34883	0	0
DAX-FULL	target/release/.fingerprint/wgpu-7bb8cdc69adaa58e/build-script-build-script-build.json	768	baf086313492a0e2301e47eb4b697dab3b7a07543b1d684b74badc2cb33cb6df	0	0
DAX-FULL	target/release/.fingerprint/wgpu-887483272b1d92f4/run-build-script-build-script-build.json	258	387ad5493da0f7c1bcffd6b457f6ca8f3bb006538b6c5f840eac7ae6d8dabc80	0	0
DAX-FULL	target/release/.fingerprint/wgpu-94dce13969176530/lib-wgpu.json	1513	ea49d7e68c042536c6e4ce923c279e472ce14056077b9369ac644de9e5891582	0	0
DAX-FULL	target/release/.fingerprint/wgpu-98f9f3ed060eadbe/lib-wgpu.json	1474	843fb983585873923fb10b6590305f3df5934438e3e2e381c1ae31b4702d507e	0	0
DAX-FULL	target/release/.fingerprint/wgpu-9f5726776fe5a4ab/build-script-build-script-build.json	795	fcd46c6a28ba231b3bbdd5094e820efac45a167306cd5cb5969abd5209ae16cc	0	0
DAX-FULL	target/release/.fingerprint/wgpu-core-1c04466bd7e6b877/lib-wgpu_core.json	1864	339430e84315cd0892b139438ce8c6e34ae9d436f7f64a809878033b1c473c69	0	0
DAX-FULL	target/release/.fingerprint/wgpu-core-46425785b9e1ba95/run-build-script-build-script-build.json	297	1233b7ead78aee73f898579b80988e2d6b0261ebdbfb6c9ebea3d564fb455897	0	0
DAX-FULL	target/release/.fingerprint/wgpu-core-4d53b42072ffe568/lib-wgpu_core.json	1823	751776a286c0e08767b684d5bdaedd528865c97857e8bdfd69f873d1f86ccfe7	0	0
DAX-FULL	target/release/.fingerprint/wgpu-core-4d955b02df8fac24/lib-wgpu_core.json	1862	b880d2b0221af648967006b4b406496a2a6a0c2303b8b7305ec6cf00a6d12a36	0	0
DAX-FULL	target/release/.fingerprint/wgpu-core-5e72ff1fab872119/lib-wgpu_core.json	1826	5c8280c4497b8ff3e5729bf15c902eafc155aec79e23485d9cf236ec505a6603	0	0
DAX-FULL	target/release/.fingerprint/wgpu-core-60303c50a745aa57/build-script-build-script-build.json	913	2af36bda9dcb4ee16babcefbdd11f8eca16af152c539872cbc87473c46f8b753	0	0
DAX-FULL	target/release/.fingerprint/wgpu-core-77350feb5b466eaf/build-script-build-script-build.json	806	c708ccfaa406fe56cf6682870b02607ce175607ee154575fe8742a05b3134f7d	0	0
DAX-FULL	target/release/.fingerprint/wgpu-core-80ff8247cf784db5/run-build-script-build-script-build.json	257	68f4a1e77e7b296d9b5862c162f8105ed00b27851de65efc786f7602b76c74ec	0	0
DAX-FULL	target/release/.fingerprint/wgpu-core-9e135bfc362b22b6/run-build-script-build-script-build.json	259	c3ed4ab30bc8b262a1df5c35ba2ade5790f835e3df67c97fcf6d89955e8cd3d7	0	0
DAX-FULL	target/release/.fingerprint/wgpu-core-cb26c90f0c0fe29d/build-script-build-script-build.json	845	ad9cee6ec5cd91f93e40a586e7d939d648de67e5568397e7cc88a25f7e758663	0	0
DAX-FULL	target/release/.fingerprint/wgpu-core-e00beda855f505c9/run-build-script-build-script-build.json	296	998a697fbeb8df399fe953aeee99c278c2d6412ada97051e16ab6f2c184c1b91	0	0
DAX-FULL	target/release/.fingerprint/wgpu-core-f24cb0ab792e2692/build-script-build-script-build.json	874	c8f7eb8594ee4a01171a4eb057198cb7b190ba8ee63f6d46e7853e871c30446b	0	0
DAX-FULL	target/release/.fingerprint/wgpu-db4b4a44c1e3f9fb/run-build-script-build-script-build.json	296	3bd397faa855e91e7782eb84427ee16ec1968d644b891cff8caa16dbd8f2aed1	0	0
DAX-FULL	target/release/.fingerprint/wgpu-e09aca6222ed5548/lib-wgpu.json	1463	3d4ab645e18b83d1708f486ce12ec2a702fd727973922ee531c5645cb7acdcc2	0	0
DAX-FULL	target/release/.fingerprint/wgpu-hal-0ad8167eae8d3416/build-script-build-script-build.json	719	567b55a4df14bec40b1d29ddb491b4aac5c23fbd4b75d251ddb161a5fdd0eb4b	0	0
DAX-FULL	target/release/.fingerprint/wgpu-hal-20cd95bf1c52f97e/build-script-build-script-build.json	1279	85e284a9f9783d55f781392efc329bcbec66bb452c2de2cef74633dbdf52286e	0	0
DAX-FULL	target/release/.fingerprint/wgpu-hal-49ec1b1f2d1fb794/build-script-build-script-build.json	758	f793c47eafc4de3a9f54e4cee05e3d977cfd7855188a2f3ee591b8037f9ba677	0	0
DAX-FULL	target/release/.fingerprint/wgpu-hal-4debc200fcc21a76/build-script-build-script-build.json	1240	1c319ac77a9071d6fdd3064367ba7adccba95f1c2fc0b2037d38ba4b03f76b47	0	0
DAX-FULL	target/release/.fingerprint/wgpu-hal-59eac1c75bc1b12a/run-build-script-build-script-build.json	259	38ff72004a0536b7171d0e7fa6277de9fac6a962bbb407ab62f06db2d1e98a49	0	0
DAX-FULL	target/release/.fingerprint/wgpu-hal-60ea9fd43fcaefb5/run-build-script-build-script-build.json	259	24a4ae6540e107c5b8e21fe6d37847858e2260ced8e7e6e954eaf8d1ae4f8b35	0	0
DAX-FULL	target/release/.fingerprint/wgpu-hal-abbbc6e887ca9989/run-build-script-build-script-build.json	296	867683c1bc972f4289d89971beedb6d0bddcaefd1cae750071ab505cdbed110e	0	0
DAX-FULL	target/release/.fingerprint/wgpu-hal-cd35924f819e328d/lib-wgpu_hal.json	2100	bdb02bad67d624cc5a1e68541e85cf7a7f312a657a1f9d2e8c0563d720f4e5e3	0	0
DAX-FULL	target/release/.fingerprint/wgpu-hal-da793a94022045bc/run-build-script-build-script-build.json	297	ba31a4bcad028350a2b26b449060bdaf7c4cc8eca68853fd1afb133ca86d90b5	0	0
DAX-FULL	target/release/.fingerprint/wgpu-hal-e2448526e3e9a8e0/lib-wgpu_hal.json	2559	20f6ca8c617c0a0006b89f2e72c82826635a0171360b47556db479bfe798a49b	0	0
DAX-FULL	target/release/.fingerprint/wgpu-hal-e407b7cd97a6c472/lib-wgpu_hal.json	2602	2b7e598356a3e5a691efd1eb4924dbdac4456f842cb43a348737f22581296507	0	0
DAX-FULL	target/release/.fingerprint/wgpu-hal-e842c46d16703fe5/lib-wgpu_hal.json	2139	085775d78f6f3811589b8b30fd6c956ece469943a8daabfb11a34308a942cd1e	0	0
DAX-FULL	target/release/.fingerprint/wgpu-types-36b7e1d891240441/lib-wgpu_types.json	483	458776d349a9a91cd87116c5e278d957f1921bf18b88982bebdf2ff2b233a34e	0	0
DAX-FULL	target/release/.fingerprint/wgpu-types-58c8484fd07b95e9/lib-wgpu_types.json	521	a61f10b44eccc408874755f5f46f946b60f1236150cf12db63540dcb4f01a7b4	0	0
DAX-FULL	target/release/.fingerprint/wgpu-types-801e2ff3a615b869/lib-wgpu_types.json	534	779e98b2977bd035887da2ffd4a04a07a4a8776d3e3f00e444aa50d621159e6b	0	0
DAX-FULL	target/release/.fingerprint/wgpu-types-b33efd48dd1524d5/lib-wgpu_types.json	572	b63766fb79823ee350a8fe1de1693aca0ac3be785e923ccd1ad23fc0ca6e99e7	0	0
DAX-FULL	target/release/.fingerprint/winit-08e8b19488379079/build-script-build-script-build.json	1035	5edf186ea4884e27869c198a404880244eb26b5532a3e58da5ab450a2d427096	0	0
DAX-FULL	target/release/.fingerprint/winit-16031016aa26d7c2/lib-winit.json	1457	68a2b08225c74898a28cf5bcecedebd40b3b6867fa1fcfe251f39bb470772021	0	0
DAX-FULL	target/release/.fingerprint/winit-6eece9104d96bcda/run-build-script-build-script-build.json	327	6879f4174aa2b28bad0ce78064c31c9094cb8f38a2105c98bab25bf344e184a8	0	0
DAX-FULL	target/release/.fingerprint/winit-a2e2d6b4d7088db4/build-script-build-script-build.json	998	970969a5e86e624a4c65627c11739a5f550a005fb4dbf462dbba4b8db9e93a9c	0	0
DAX-FULL	target/release/.fingerprint/winit-fbe4bd53ec085f68/lib-winit.json	1498	0901503689114906dae4ada5b40365def66000a3a0612368cbdeaeb255d1164c	0	0
DAX-FULL	target/release/.fingerprint/winit-fcf7ee4604e16c13/run-build-script-build-script-build.json	366	a65b56e7d2d56a61079cda5fe9c09a6c1454291ad7ff19f0b3b11b8535664281	0	0
DAX-FULL	target/release/.fingerprint/winnow-3775246bbdf8fb5e/lib-winnow.json	471	81b3e5f3dde10246d8230ad408fb0fd2236eae36d4fb51112c7a53107f1179c6	0	0
DAX-FULL	target/release/.fingerprint/winnow-d77bc4c5d180a5fe/lib-winnow.json	509	9f9ce5160f3d9378df17ee52a22b6cedd624291d5a30aa096e1adc1c0b5563e3	0	0
DAX-FULL	target/release/.fingerprint/yazi-18eb3df836030876/lib-yazi.json	344	a0ed3774b7743ba5ab89a3972d67a445287290d89f17db5c68ad77dea266573c	0	0
DAX-FULL	target/release/.fingerprint/yazi-e20ce4d316b910aa/lib-yazi.json	382	57dafcb7b82966bdf7f56866f97c76625b1863f0700b7cc5fb01a5828f48fb07	0	0
DAX-FULL	target/release/.fingerprint/zeno-7392f40cc554224b/lib-zeno.json	411	a5d8b8da3f1dd911b408d13fef080f290296926682136bcd15780fe2d708310b	0	0
DAX-FULL	target/release/.fingerprint/zeno-eee4e17ce4fcbd87/lib-zeno.json	373	ad1194dc73d0a7f16a706e768b398d224c22afe602e875b774ce3363cfe2181d	0	0
DAX-FULL	target/release/.fingerprint/zerocopy-0099a01335a61aef/build-script-build-script-build.json	602	18b3cc9deb97c743d57ba6f11379abc0d7358404fadb6bd0ea35edce8839920e	0	0
DAX-FULL	target/release/.fingerprint/zerocopy-422abff0130d2b94/lib-zerocopy.json	717	76711637fca7e6dc2fbd008e91ea1171d125bf4f37daa3d3ff24e1a6595206f1	0	0
DAX-FULL	target/release/.fingerprint/zerocopy-997a6a8bdd28eb7e/run-build-script-build-script-build.json	381	4796084865c7cfb90d95dc4da31270b6deb82e608d471d154fe7a09f6166a9d0	0	0
DAX-FULL	target/release/.fingerprint/zerocopy-abf2beb5dba9066e/run-build-script-build-script-build.json	343	7f1bfe8e618f3dfc82132d72a6b122bb7a6cfbec82e272937450d23da3ccab46	0	0
DAX-FULL	target/release/.fingerprint/zerocopy-b2f5b4e213b3f18d/build-script-build-script-build.json	531	68a46cac55a1adc9901d42ac494f14002a98b5188b57b01caf65fffa53f273d8	0	0
DAX-FULL	target/release/.fingerprint/zerocopy-derive-e9660ba38f5074e7/lib-zerocopy_derive.json	578	45bf84eabe6d479fbd33f80622da6355380d61f88775c00cd60ac4621016c583	0	0
DAX-FULL	target/release/.fingerprint/zerocopy-f4bcc6fee1381686/lib-zerocopy.json	580	ea1bc9b51d37dcb330325a67d1233314aa23155a96b3ab2118a8d614573d6bc5	0	0
DAX-FULL	target/release/.fingerprint/zmij-39b8f9b58f28a781/lib-zmij.json	424	e755b5a5b4a6fee3b1cd20edc4fcd14111037897d3f5f0800f3a937bd7694c83	0	0
DAX-FULL	target/release/.fingerprint/zmij-3f1eb8a4151032ba/run-build-script-build-script-build.json	326	358799ede4897ce7543864e5c6ad5ac63bc6a2dbe11a93c8990a587c4dcc32ef	0	0
DAX-FULL	target/release/.fingerprint/zmij-5ba86aa401ecf64e/build-script-build-script-build.json	379	33bacef2100175e65ead16759ded92a2654573d471283ed986d469c0a7430716	0	0
DAX-FULL	target/release/.fingerprint/zmij-8c793017d02fd554/lib-zmij.json	463	f30268ed80cc637ce37a3999f28b0fbbc35439d2acc3d2f0e27028004643a505	0	0
DAX-FULL	target/release/.fingerprint/zmij-d5525d28f8a0e42c/run-build-script-build-script-build.json	364	879c820eeaae6c86cf1e5e4ee41a63747f32780e08307e944d11882d95908de9	0	0
DAX-FULL	target/release/.fingerprint/zmij-e6067d26370aa968/build-script-build-script-build.json	417	fbd10c1facd22e0ed7a5c1a9ed4fe0b954df43cd12a238b075d7945bcd26f3f3	0	0
DAX-FULL	target/release/build/crunchy-098d8cd41d2bbee2/out/lib.rs	25410	8a34c08e38e337c79f1ed30061082b2c9d78f07ec4d9a7b1129b3d7ed5a0a9cb	4	1
DAX-FULL	target/release/build/crunchy-609a9a18adf7283d/out/lib.rs	25410	8a34c08e38e337c79f1ed30061082b2c9d78f07ec4d9a7b1129b3d7ed5a0a9cb	4	1
DAX-FULL	target/release/build/serde-750088ac85980885/out/private.rs	142	f8e9470772811a1bdcd201fb21e14cbf37a57d192b38cd98f66bd4a83442c26b	0	0
DAX-FULL	target/release/build/serde-df1f4b14718ac82c/out/private.rs	142	f8e9470772811a1bdcd201fb21e14cbf37a57d192b38cd98f66bd4a83442c26b	0	0
DAX-FULL	target/release/build/serde_core-23a02697793b3768/out/private.rs	90	27ad1b5fb4eebeb1da6419cbfad3ac1922ed1d817fcbab0a1dae1bdfd38d8307	0	0
DAX-FULL	target/release/build/serde_core-635d498ba55f274a/out/private.rs	90	27ad1b5fb4eebeb1da6419cbfad3ac1922ed1d817fcbab0a1dae1bdfd38d8307	0	0
DAX-FULL	titan_core.py	1271	f4e570c59cd75e97931624704bc1a32e8cf6db54a1ac0beae2b9e5f5d892ff60	1	1
DAX-FULL	translator.py	1993	4cd90a79736dcc0f9843591d804d399c1a16545543bb193ef49c6969f045983f	2	0
DAX-FULL	treee.md	79	19d493bc30a4a84ee1c6864af8fc7e3923336e2b2e0eb90e670043bac655c358	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/agdk/Cargo.toml	609	aa586e4e699d95d3c2952d14b7971c80f9c4b72433c5808ae8f682a9a59d6f45	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/agents/Cargo.toml	410	6d0df28b179ec444cdb9bc4a5adadab02c79151c6a5a38d416049f497c25a6ea	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/android-hal/Cargo.toml	345	6e50815e316178f3d99346f1337ce608f4dd29393f86fa94af49d930aa7443f9	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/audio/Cargo.toml	374	f556e62d9eaf8c5f2f663fa704bfb32635fd567bf6ae499242ed3173ee570d9d	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/bevy-dax/Cargo.toml	407	b5c995803518b4e4e0082471764b731cd929626339bb0d48bd99da1aae9cf1f3	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/chemistry/Cargo.toml	378	fb679bca6fd8e6271ffa5c64dc7ff33812bab2202ff83106704be2765a71864a	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/compositor/Cargo.toml	580	147d38e98f1e450295e11d191b3597c889d76914ae5a9aff287a6d3bc05cc4bf	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/dax-cli/Cargo.toml	341	4efeba0c5d57ff705705d6f815ad9b07a93f2452223c4f6230297066e77189c1	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/dax-core/Cargo.toml	731	de7a4baac1b8f5af0c15ed4844e90b5122b12d9552ff1637e82c99213c4d667f	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/dax-flux/Cargo.toml	317	db11e08968332c9c3162a96d49f03bcc62e02e1fb4b477229f8a1de11dfdf531	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/dax-kernel/Cargo.toml	321	37f9791f35e62534e17d24c64adf38e7b7881419ac9e39677a6827654154e26a	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/dax-monitor/Cargo.toml	345	726a93568489105cd7dc32c69e8254f6c124898f4df41d490cd887b916985416	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/dax-os-firmware/Cargo.toml	494	be800740111dd00fcc950c343955826d43f88cede693d28fcf1f498e32863132	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/dax-verify/Cargo.toml	379	dc4f040cb442c891bdb142bbafaf2003fcdb329e6644dc9445f2ccd9397a7237	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/delta-cluster/Cargo.toml	347	60b728afe1ad7982145eb7378db08ae3daf02342a134ec1bdbde1142f9c14e94	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/flux-encoding/Cargo.toml	347	8bfb5f8e09fcc774f6079a7e206431b7ae20e3478717e1db5cea0f956bfd3810	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/flux-engine/Cargo.toml	1081	01aef184181e4a6107b58ad1ab1933b50b468e56511df3a755cb5473ad6d2a4b	0	1
Dax	.backup_full_cargo_replace_20260318_090523/crates/jni-portal/Cargo.toml	377	8cdf1b9f098bfda50ac2f1b12ec28fe2a1290b3e49c02a5fea228566f4fa3c32	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/knowledge/Cargo.toml	293	7401721e5ff296439f5fa9ede46026a5e573360ff218cf649a677509cba1e02b	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/micro-0/Cargo.toml	297	df8c3d3bae00ef7410c7db1a7a8728941f1a33598839a93b09367b21c54de7c3	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/micro-1/Cargo.toml	297	99ea2e736dd33c973aa1b975345f7001b72521446139e87c9933e38c5760954e	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/micro-10/Cargo.toml	298	d0af6bfa9057780c9820591f47c8947d2b6a43ce55eec00e7c540693b3bc7a4e	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/micro-100/Cargo.toml	299	18dd241541ca8ba79e1da782f7bf741bc9a2c5dbf19e328ba6fecbb29657a6f4	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/micro-101/Cargo.toml	299	49f945ac88fea9a463065ee29d58975fb964480469b3ba51eb465770e99fe6a0	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/micro-102/Cargo.toml	299	232f280ad215505d19772797f06b59a385d9d0c3840b73413ab75bb274fbc303	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/micro-103/Cargo.toml	299	be6a98e168d0393a982c5238c3bc05068b4d479c4988178943a89e5a8558a8cd	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/micro-104/Cargo.toml	299	6d4d2afb401d46cd87dddf8bbd7c142c3b612669c03d8aff3bf4365b3d7f5a3b	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/micro-105/Cargo.toml	299	af4426b74974c5b9153d0e82e926809bb0f856a3b5514082ecdf62d532933655	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/micro-106/Cargo.toml	299	5007bd33f51a40ded4196139dad768d4cb5c1c4a05b4cc7b8315c61bd4786664	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/micro-107/Cargo.toml	299	3fba1ca7a9f7b6b496c401a37b3fd9e240fabcdf7b234012b8a7432e8c3b6332	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/micro-108/Cargo.toml	299	d268c4eee7b08a4c2e33a3e15484cd39e1daa80ffd7e610e66d0462b38cc2497	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/micro-109/Cargo.toml	299	a6f3213e46208e374f6d3c3357367e39e1df4665feb00850bcb4583e25097e1f	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/micro-11/Cargo.toml	298	6b0e3f30133fbc9d1de5bbe57a5d86c22161164494b135331625e469aed51687	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/micro-110/Cargo.toml	299	b0fa08a58540fd3060db71782595c7afa437fde054f57a7d4db54324739262a2	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/micro-111/Cargo.toml	299	0efec16d97c20e26cce5029a5025e9adf7fb355e848b30ba8e18c1fe08e134fd	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/micro-112/Cargo.toml	299	acffbc308a1acfa3d4788e8113e5d61a0f66db47614e6837c67b57abcc5dea8b	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/micro-113/Cargo.toml	299	4ce320bae5bb0435c068bb7c0e9581239fd6920b13d93e0b3ed8799d647bf914	0	0
Dax	.backup_full_cargo_replace_20260318_090523/crates/micro-114/Cargo.toml	299	0b0b3ab16f0e59343cedaa994fb9f5e4e1547430ddedf5490d3405c20394be87	0	0
